1,"de","Friedrich Nietzsche","Also sprach Zarathustra","https://www.gutenberg.org/files/1998/1998-0.txt","https://www.gutenberg.org/cache/epub/7205/pg7205.txt"
2,"de","Franz Kafka","Die Verwandlung","https://www.gutenberg.org/files/5200/5200-0.txt","https://www.gutenberg.org/cache/epub/22367/pg22367.txt"
3,"nl","Multatuli","Max Havelaar","https://www.gutenberg.org/cache/epub/70128/pg70128.txt","https://www.gutenberg.org/cache/epub/11024/pg11024.txt"

